time,amps,volt
1586344496.142, 3.484435E-02, 5.163912E000
1586344506.143, 2.506947E-02, 5.160670E000
1586344516.142, 2.756007E-02, 5.161769E000
1586344526.143, 3.403659E-02, 5.164425E000
1586344536.094, 3.203161E-02, 5.163582E000
1586344546.142, 3.345962E-02, 5.164608E000
1586344556.143, 2.289621E-02, 5.161237E000
1586344566.143, 2.218557E-01, 5.232022E000
1586344576.143, 2.211585E-01, 5.232296E000
1586344586.144, 2.123452E-01, 5.229714E000
1586344596.142, 2.033829E-01, 5.227057E000
1586344606.142, 1.947283E-02, 5.162208E000
1586344616.142, 2.910347E-02, 5.166055E000
1586344626.142, 2.229519E-02, 5.164077E000
1586344636.143, 2.069409E-02, 5.164187E000
1586344646.144, 2.532430E-02, 5.166752E000
1586344656.142, 1.611197E-02, 5.164334E000
1586344666.142, 1.727553E-02, 5.165377E000
1586344676.144, 2.202113E-02, 5.167631E000
1586344686.144, 2.022770E-02, 5.167960E000
1586344696.144, 8.529583E-03, 5.164809E000
1586344706.142, 6.712118E-03, 5.164956E000
1586344716.142, 1.477050E-02, 5.168693E000
1586344726.142, 1.437624E-02, 5.169682E000
1586344736.144, 1.216451E-03, 5.165653E000
1586344746.142,-7.741053E-04, 5.165909E000
1586344756.143, 6.957331E-03, 5.169573E000
1586344766.142, 5.721647E-03, 5.170305E000
1586344776.144,-7.842023E-03, 5.166367E000
1586344786.145,-9.895086E-03, 5.166770E000
1586344796.143,-1.217893E-02, 5.166880E000
1586344806.145,-1.199622E-02, 5.167832E000
1586344816.144,-1.559269E-02, 5.167704E000
1586344826.144,-1.972285E-02, 5.166696E000
1586344836.144,-2.186727E-02, 5.166898E000
1586344846.145,-2.274234E-02, 5.167264E000
1586344856.142,-2.698310E-02, 5.166550E000
1586344866.142,-2.739179E-02, 5.167136E000
1586344876.144,-3.013241E-02, 5.166935E000
1586344886.142,-2.921406E-02, 5.168071E000
1586344896.142,-3.115653E-02, 5.168052E000
1586344906.143, 1.634275E-01, 5.239093E000
1586344916.144, 1.493638E-01, 5.234751E000
1586344926.142, 1.428873E-01, 5.233029E000
1586344936.144, 4.841764E-02, 5.199652E000
1586344946.145,-4.501831E-02, 5.166367E000
1586344956.145,-4.196036E-02, 5.168327E000
1586344966.142,-4.395091E-02, 5.168034E000
1586344976.143,-5.601926E-02, 5.164517E000
1586344986.144,-5.824542E-02, 5.164334E000
1586344996.143,-5.121115E-02, 5.167649E000
1586345006.143,-5.362963E-02, 5.167466E000
1586345016.142,-6.566433E-02, 5.163949E000
1586345026.143,-6.803953E-02, 5.163875E000
1586345036.142,-6.101969E-02, 5.166898E000
1586345046.142,-6.390456E-02, 5.166880E000
1586345056.142,-7.551133E-02, 5.163289E000
1586345066.143,-7.770383E-02, 5.163198E000
1586345076.142,-7.949725E-02, 5.163051E000
1586345086.144,-8.226192E-02, 5.162703E000
1586345096.143,-8.465635E-02, 5.162703E000
1586345106.143,-8.718542E-02, 5.162172E000
1586345116.142,-8.960871E-02, 5.162117E000
1586345126.144,-9.262819E-02, 5.161640E000
1586345136.143,-9.441200E-02, 5.161402E000
1586345146.142,-9.700357E-02, 5.161054E000
1586345156.143,-9.213296E-02, 5.163289E000
1586345166.142,-9.477741E-02, 5.162904E000
1586345176.144,-1.047398E-01, 5.159973E000
1586345186.143,-1.008885E-01, 5.161805E000
1586345196.142,-9.935955E-02, 5.162703E000
1586345206.145,-1.059610E-01, 5.160761E000
1586345216.142,-1.030666E-01, 5.162355E000
1586345226.143,-1.123318E-01, 5.159387E000
1586345236.143,-1.149137E-03, 5.199707E000
1586345246.093, 5.773576E-02, 5.221049E000
1586345256.094, 5.570193E-02, 5.220719E000
1586345266.092, 7.305438E-02, 5.227497E000
1586345276.094,-1.174140E-01, 5.159992E000
1586345286.092,-1.300881E-01, 5.155815E000
1586345296.094,-1.323623E-01, 5.155339E000
1586345306.094,-1.333480E-01, 5.155046E000
1586345316.093,-1.350405E-01, 5.154716E000
1586345326.094,-1.369204E-01, 5.154386E000
1586345336.093,-1.373099E-01, 5.154276E000
1586345346.092,-1.300593E-01, 5.157152E000
1586345356.092,-1.226692E-01, 5.160285E000
1586345366.093,-1.251646E-01, 5.159625E000
1586345376.095,-1.452337E-01, 5.152463E000
1586345386.094,-1.470223E-01, 5.152151E000
1586345396.092,-1.439210E-01, 5.153562E000
1586345406.095,-1.471329E-01, 5.152664E000
1586345416.092,-1.525612E-01, 5.150906E000
1586345426.093,-1.422863E-01, 5.154954E000
1586345436.093,-1.453491E-01, 5.154148E000
1586345446.092,-1.418055E-01, 5.155980E000
1586345456.092,-1.500562E-01, 5.153379E000
1586345466.095,-1.621197E-01, 5.148726E000
1586345476.093,-1.639228E-01, 5.148378E000
1586345486.092,-1.575136E-01, 5.151253E000
1586345496.094,-1.621149E-01, 5.149678E000
1586345506.091,-1.646007E-01, 5.148946E000
1586345516.094,-1.684905E-01, 5.147810E000
1586345526.092,-1.663028E-01, 5.149092E000
1586345536.092,-1.713513E-01, 5.147315E000
1586345546.093,-1.755007E-01, 5.145905E000
1586345556.092,-1.775490E-01, 5.145483E000
1586345566.092,-1.815733E-01, 5.144329E000
1586345576.094,-3.086805E-03, 5.212127E000
1586345586.093,-1.516477E-02, 5.208207E000
1586345596.093,-2.009789E-02, 5.206833E000
1586345606.093,-2.542046E-02, 5.205166E000
1586345616.142,-1.966996E-01, 5.140171E000
1586345626.144,-1.997239E-01, 5.139310E000
1586345636.143,-1.965169E-01, 5.140848E000
1586345646.144,-1.982286E-01, 5.140482E000
1586345656.142,-1.952957E-01, 5.141875E000
1586345666.142,-1.984257E-01, 5.140922E000
1586345676.144,-1.996085E-01, 5.140959E000
1586345686.092,-2.126770E-01, 5.135994E000
1586345696.145,-2.147733E-01, 5.135444E000
1586345706.145,-2.061524E-01, 5.138925E000
1586345716.142,-2.147829E-01, 5.136031E000
1586345726.093,-2.105133E-01, 5.137899E000
1586345736.143,-2.132732E-01, 5.137148E000
1586345746.142,-2.251300E-01, 5.132898E000
1586345756.142,-2.276591E-01, 5.132165E000
1586345766.144,-2.192112E-01, 5.135829E000
1586345776.143,-2.167302E-01, 5.137020E000
1586345786.142,-2.337750E-01, 5.130773E000
1586345796.143,-2.360877E-01, 5.130132E000
1586345806.142,-2.367993E-01, 5.129986E000
1586345816.142,-2.396601E-01, 5.129235E000
1586345826.144,-2.424632E-01, 5.128465E000
1586345836.142,-2.372224E-01, 5.130902E000
1586345846.144,-2.476271E-01, 5.127274E000
1586345856.142,-2.460693E-01, 5.127970E000
1586345866.143,-2.514111E-01, 5.126523E000
1586345876.143,-2.536709E-01, 5.125919E000
1586345886.143,-2.559115E-01, 5.125076E000
1586345896.144,-2.566183E-01, 5.125186E000
1586345906.142,-2.563106E-01, 5.125736E000
1586345916.142,-8.045888E-02, 5.193552E000
1586345926.142,-8.664209E-02, 5.191500E000
1586345936.142,-1.017780E-01, 5.185913E000
1586345946.142,-9.856140E-02, 5.187690E000
1586345956.143,-2.675808E-01, 5.122859E000
1586345966.145,-2.705426E-01, 5.122090E000
1586345976.143,-2.706628E-01, 5.122035E000
1586345986.142,-2.744131E-01, 5.121229E000
1586345996.144,-2.756199E-01, 5.120918E000
1586346006.145,-2.729082E-01, 5.121907E000
1586346016.142,-2.820484E-01, 5.119324E000
1586346026.143,-2.824619E-01, 5.119599E000
1586346036.142,-2.855391E-01, 5.118829E000
1586346046.142,-2.873709E-01, 5.118316E000
1586346056.143,-2.868661E-01, 5.118628E000
1586346066.143,-2.910155E-01, 5.117327E000
1586346076.142,-2.893134E-01, 5.118335E000
1586346086.142,-2.939533E-01, 5.116924E000
1586346096.143,-2.950880E-01, 5.116539E000
1586346106.142,-2.920252E-01, 5.117932E000
1586346116.143,-2.941648E-01, 5.117565E000
1586346126.142,-3.047523E-01, 5.113663E000
1586346136.142,-3.060505E-01, 5.113388E000
1586346146.144,-2.981267E-01, 5.116649E000
1586346156.145,-2.996797E-01, 5.116265E000
1586346166.144,-3.099402E-01, 5.112582E000
1586346176.142,-3.117913E-01, 5.112216E000
1586346186.144,-3.046224E-01, 5.115092E000
1586346196.142,-3.072236E-01, 5.114598E000
1586346206.142,-3.178688E-01, 5.111062E000
1586346216.144,-3.197343E-01, 5.110586E000
1586346226.143,-3.132290E-01, 5.113425E000
1586346236.144,-3.184890E-01, 5.111795E000
1586346246.143,-3.248069E-01, 5.109945E000
1586346256.141,-1.553067E-01, 5.172156E000
1586346266.142,-1.578405E-01, 5.171331E000
1586346276.142,-1.588310E-01, 5.171075E000
1586346286.143,-1.532007E-01, 5.173364E000
1586346296.142,-3.325287E-01, 5.108479E000
1586346306.142,-3.338173E-01, 5.108149E000
1586346316.144,-3.285043E-01, 5.110659E000
1586346326.144,-3.300958E-01, 5.110549E000
1586346336.143,-3.378849E-01, 5.108259E000
1586346346.145,-3.394187E-01, 5.108003E000
1586346356.142,-3.361107E-01, 5.109578E000
1586346366.142,-3.339086E-01, 5.110824E000
1586346376.144,-3.438326E-01, 5.107527E000
1586346386.144,-3.458520E-01, 5.107545E000
1586346396.145,-3.395581E-01, 5.110897E000
1586346406.144,-3.433806E-01, 5.109981E000
1586346416.144,-3.512803E-01, 5.107453E000
1586346426.142,-3.360386E-01, 5.113810E000
1586346436.144,-3.465395E-01, 5.110842E000
1586346446.144,-3.575405E-01, 5.107563E000
1586346456.142,-3.588867E-01, 5.107728E000
1586346466.144,-3.567039E-01, 5.108992E000
1586346476.143,-3.615793E-01, 5.108094E000
1586346486.094,-3.640939E-01, 5.108314E000
1586346496.093,-3.662768E-01, 5.108845E000
1586346506.094,-3.624544E-01, 5.111099E000
1586346516.094,-3.688636E-01, 5.110641E000
1586346526.092,-3.719744E-01, 5.109871E000
1586346536.094,-3.739986E-01, 5.110256E000
1586346546.094,-3.757103E-01, 5.110604E000
1586346556.094,-3.775422E-01, 5.111135E000
1586346566.092,-3.792202E-01, 5.111392E000
1586346576.094,-3.814752E-01, 5.111941E000
1586346586.095,-2.822503E-01, 5.141196E000
1586346596.092,-2.214037E-01, 5.157922E000
1586346606.093,-2.265292E-01, 5.156713E000
1586346616.092,-2.104076E-01, 5.161897E000
1586346626.094,-3.892692E-01, 5.111575E000
1586346636.092,-3.903270E-01, 5.112674E000
1586346646.095,-3.911299E-01, 5.112747E000
1586346656.092,-3.922358E-01, 5.113077E000
1586346666.095,-3.922454E-01, 5.113480E000
1586346676.094,-3.933272E-01, 5.114689E000
1586346686.092,-3.951976E-01, 5.114652E000
1586346696.092,-3.957938E-01, 5.114726E000
1586346706.094,-3.986979E-01, 5.115147E000
1586346716.094,-3.950918E-01, 5.116832E000
1586346726.094,-3.999672E-01, 5.116521E000
1586346736.094,-4.016597E-01, 5.116246E000
1586346746.093,-3.964765E-01, 5.118042E000
1586346756.142,-3.961688E-01, 5.117785E000
1586346766.094,-3.949812E-01, 5.118829E000
1586346776.095,-3.987123E-01, 5.118426E000
1586346786.093,-3.978661E-01, 5.118884E000
1586346796.094,-3.988037E-01, 5.118957E000
1586346806.094,-3.974334E-01, 5.119489E000
1586346816.092,-3.985392E-01, 5.119269E000
1586346826.092,-4.029002E-01, 5.118683E000
1586346836.092,-4.020972E-01, 5.119104E000
1586346846.093,-4.007942E-01, 5.119709E000
1586346856.142,-3.981305E-01, 5.120863E000
1586346866.144,-4.053668E-01, 5.119361E000
1586346876.144,-4.064966E-01, 5.120093E000
1586346886.142,-4.000682E-01, 5.121577E000
1586346896.142,-4.005827E-01, 5.122548E000
1586346906.142,-4.102181E-01, 5.120771E000
1586346916.094,-4.106220E-01, 5.121248E000
1586346926.144,-2.337269E-01, 5.161897E000
1586346936.142,-2.441124E-01, 5.161934E000
1586346946.145,-2.444153E-01, 5.163014E000
1586346956.142,-2.529064E-01, 5.160486E000
1586346966.143,-4.092998E-01, 5.121779E000
1586346976.144,-4.084968E-01, 5.122768E000
1586346986.142,-4.154589E-01, 5.122071E000
1586346996.144,-4.115451E-01, 5.123152E000
1586347006.145,-4.088382E-01, 5.124087E000
1586347016.145,-4.098864E-01, 5.124417E000
1586347026.144,-4.168052E-01, 5.123684E000
1586347036.145,-4.158436E-01, 5.123995E000
1586347046.144,-4.098719E-01, 5.124984E000
1586347056.142,-4.100402E-01, 5.125497E000
1586347066.144,-4.177236E-01, 5.125021E000
1586347076.145,-4.175216E-01, 5.125387E000
1586347086.143,-4.100546E-01, 5.126578E000
1586347096.145,-4.104537E-01, 5.126981E000
1586347106.143,-4.178726E-01, 5.126413E000
1586347116.143,-4.173774E-01, 5.126908E000
1586347126.145,-4.114250E-01, 5.128172E000
1586347136.144,-4.118913E-01, 5.128282E000
1586347146.144,-4.196468E-01, 5.128007E000
1586347156.143,-4.205700E-01, 5.128538E000
1586347166.144,-4.121894E-01, 5.130315E000
1586347176.145,-4.131318E-01, 5.131030E000
1586347186.142,-4.184736E-01, 5.130718E000
1586347196.142,-4.210171E-01, 5.131213E000
1586347206.144,-4.138963E-01, 5.132147E000
1586347216.144,-4.097421E-01, 5.132953E000
1586347226.143,-4.223298E-01, 5.133008E000
1586347236.142,-4.206325E-01, 5.133063E000
1586347246.142,-4.180169E-01, 5.133888E000
1586347256.142,-4.114923E-01, 5.134620E000
1586347266.143,-2.469203E-01, 5.168620E000
1586347276.142,-2.588781E-01, 5.167155E000
1586347286.143,-2.522862E-01, 5.168419E000
1586347296.143,-2.632919E-01, 5.166184E000
1586347306.142,-4.222336E-01, 5.134748E000
1586347316.142,-4.189448E-01, 5.135683E000
1586347326.143,-4.235462E-01, 5.138265E000
1586347336.142,-4.246424E-01, 5.140794E000
1586347346.144,-4.263590E-01, 5.143780E000
1586347356.142,-4.273254E-01, 5.147516E000
1586347366.144,-4.339702E-01, 5.820534E000
1586347376.144,-4.327441E-01, 5.835538E000
1586347386.143,-4.317488E-01, 5.846474E000
1586347396.144,-4.304170E-01, 5.852501E000
1586347406.144,-4.292486E-01, 5.823704E000
1586347416.142,-4.282582E-01, 5.837040E000
1586347426.145,-4.275850E-01, 5.846456E000
1586347436.142,-4.266474E-01, 5.853801E000
1586347446.143,-4.255175E-01, 5.845375E000
1586347456.142,-4.248877E-01, 5.847060E000
1586347466.142,-4.241712E-01, 5.873512E000
1586347476.142,-4.233491E-01, 5.877305E000
1586347486.144,-4.224211E-01, 5.865123E000
1586347496.144,-4.214451E-01, 5.872835E000
1586347506.144,-4.207335E-01, 5.888424E000
1586347516.144,-4.202382E-01, 5.904087E000
1586347526.145,-4.189064E-01, 5.876590E000
1586347536.144,-4.183726E-01, 5.884650E000
1586347546.142,-4.176130E-01, 5.917075E000
1586347556.144,-4.169014E-01, 5.918760E000
1586347566.143,-4.158388E-01, 5.902713E000
1586347576.145,-4.149973E-01, 5.901303E000
1586347586.143,-4.147473E-01, 5.924366E000
1586347596.142,-4.139781E-01, 5.927297E000
1586347606.144,-2.651335E-01, 5.171313E000
1586347616.143,-2.760142E-01, 5.169792E000
1586347626.142,-2.738986E-01, 5.169939E000
1586347636.142,-2.793462E-01, 5.168675E000
1586347646.144,-4.145406E-01, 5.929001E000
1586347656.142,-4.128818E-01, 5.931895E000
1586347666.143,-4.111893E-01, 5.927865E000
1586347676.144,-4.101893E-01, 5.929367E000
1586347686.143,-4.088959E-01, 5.924036E000
1586347696.144,-4.082131E-01, 5.931895E000
1586347706.144,-4.076025E-01, 5.945323E000
1586347716.145,-4.061745E-01, 5.927499E000
1586347726.094,-4.050686E-01, 5.917845E000
1586347736.092,-4.048859E-01, 5.951166E000
1586347746.094,-4.043186E-01, 5.954849E000
1586347756.094,-4.030300E-01, 5.940377E000
1586347766.092,-4.021982E-01, 5.943546E000
1586347776.092,-4.017799E-01, 5.964392E000
1586347786.093,-4.008471E-01, 5.966335E000
1586347796.094,-4.000057E-01, 5.952559E000
1586347806.093,-3.989239E-01, 5.957743E000
1586347816.094,-3.983421E-01, 5.971006E000
1586347826.092,-3.976930E-01, 5.974486E000
1586347836.092,-3.967650E-01, 5.971134E000
1586347846.094,-3.961159E-01, 5.962964E000
1586347856.094,-3.953611E-01, 5.962359E000
1586347866.092,-3.948610E-01, 5.974871E000
1586347876.094,-3.944379E-01, 5.985826E000
1586347886.093,-3.936157E-01, 5.989581E000
1586347896.093,-3.926445E-01, 5.994802E000
1586347906.094,-3.923752E-01, 6.002056E000
1586347916.094,-3.916204E-01, 6.002954E000
1586347926.094,-3.910818E-01, 6.005225E000
1586347936.092,-3.544489E-01, 5.162355E000
1586347946.092,-2.927849E-01, 5.171734E000
1586347956.095,-2.943331E-01, 5.171569E000
1586347966.094,-2.989152E-01, 5.169738E000
1586347976.094,-3.920194E-01, 6.014678E000
1586347986.093,-3.903799E-01, 6.021639E000
1586347996.092,-3.893028E-01, 6.028967E000
1586348006.094,-3.881681E-01, 6.037632E000
1586348016.094,-3.870046E-01, 6.032411E000
1586348026.094,-3.861776E-01, 6.040251E000
1586348036.094,-3.853602E-01, 6.048348E000
1586348046.092,-3.850813E-01, 6.051426E000
1586348056.143,-3.841101E-01, 6.048275E000
1586348066.094,-3.835283E-01, 6.050363E000
1586348076.095,-3.826869E-01, 6.055785E000
1586348086.095,-3.820282E-01, 6.055859E000
1586348096.144,-3.814704E-01, 6.054357E000
1586348106.095,-3.808117E-01, 6.058570E000
1586348116.142,-3.803453E-01, 6.061648E000
1586348126.142,-3.798838E-01, 6.063791E000
1586348136.142,-3.792058E-01, 6.064615E000
1586348146.144,-3.786288E-01, 6.066539E000
1586348156.144,-3.781576E-01, 6.069744E000
1586348166.143,-3.776672E-01, 6.070038E000
1586348176.143,-3.769075E-01, 6.070459E000
1586348186.145,-3.765181E-01, 6.068316E000
1586348196.144,-3.759267E-01, 6.067345E000
1586348206.144,-3.751334E-01, 6.056079E000
1586348216.144,-3.746814E-01, 6.058753E000
1586348226.094,-3.744217E-01, 6.066594E000
1586348236.142,-3.736332E-01, 6.068242E000
1586348246.145,-3.729457E-01, 6.055217E000
1586348256.144,-3.725658E-01, 6.058955E000
1586348266.144,-3.718638E-01, 6.058515E000
1586348276.144,-2.968910E-01, 5.174812E000
1586348286.144,-3.123395E-01, 5.173658E000
1586348296.144,-3.113105E-01, 5.174739E000
1586348306.144,-3.142964E-01, 5.172852E000
1586348316.142,-3.717629E-01, 6.050052E000
1586348326.144,-3.706858E-01, 6.047634E000
1586348336.143,-3.697964E-01, 6.050528E000
1586348346.143,-3.691857E-01, 6.055034E000
1586348356.142,-3.684982E-01, 6.045637E000
1586348366.144,-3.680029E-01, 6.059724E000
1586348376.143,-3.674548E-01, 6.059541E000
1586348386.143,-3.664932E-01, 6.048623E000
1586348396.144,-3.661710E-01, 6.054833E000
1586348406.144,-3.658104E-01, 6.065696E000
1586348416.144,-3.654835E-01, 6.063974E000
1586348426.144,-3.649113E-01, 6.061318E000
1586348436.144,-3.640170E-01, 6.052836E000
1586348446.142,-3.638198E-01, 6.062014E000
1586348456.142,-3.633198E-01, 6.056061E000
1586348466.144,-3.627380E-01, 6.057508E000
1586348476.144,-3.623005E-01, 6.060640E000
1586348486.144,-3.617427E-01, 6.054558E000
1586348496.142,-3.616178E-01, 6.054394E000
1586348506.142,-3.611225E-01, 6.052012E000
1586348516.142,-3.603676E-01, 6.049484E000
1586348526.145,-3.599638E-01, 6.051939E000
1586348536.142,-3.600936E-01, 6.058203E000
1586348546.144,-3.594782E-01, 6.056812E000
1586348556.142,-3.590358E-01, 6.051023E000
1586348566.143,-3.586415E-01, 6.054394E000
1586348576.142,-3.583531E-01, 6.056885E000
1586348586.144,-3.576414E-01, 6.059816E000
1586348596.143,-3.573818E-01, 6.054998E000
1586348606.142,-3.572280E-01, 6.060438E000
1586348616.143,-3.096084E-01, 5.176552E000
1586348626.144,-3.150272E-01, 5.180729E000
1586348636.144,-3.126760E-01, 5.182103E000
1586348646.144,-3.226336E-01, 5.183953E000
1586348656.143,-3.563673E-01, 6.057636E000
1586348666.142,-3.553816E-01, 6.049264E000
1586348676.144,-3.548576E-01, 6.047506E000
1586348686.143,-3.546556E-01, 6.055602E000
1586348696.143,-3.540979E-01, 6.053715E000
1586348706.144,-3.534776E-01, 6.046553E000
1586348716.144,-3.530064E-01, 6.048128E000
1586348726.142,-3.526314E-01, 6.051462E000
1586348736.144,-3.523237E-01, 6.052067E000
1586348746.142,-3.517227E-01, 6.049576E000
1586348756.143,-3.514198E-01, 6.052763E000
1586348766.143,-3.511313E-01, 6.051646E000
1586348776.142,-3.505735E-01, 6.052855E000
1586348786.143,-3.502610E-01, 6.047194E000
1586348796.144,-3.499244E-01, 6.048623E000
1586348806.144,-3.496744E-01, 6.052103E000
1586348816.145,-3.493042E-01, 6.053715E000
1586348826.144,-3.483810E-01, 6.046663E000
1586348836.143,-3.484964E-01, 6.047634E000
1586348846.142,-3.479002E-01, 6.052250E000
1586348856.143,-3.475348E-01, 6.052177E000
1586348866.143,-3.470925E-01, 6.042028E000
1586348876.143,-3.467751E-01, 6.042394E000
1586348886.142,-3.465155E-01, 6.053166E000
1586348896.144,-3.460972E-01, 6.052103E000
1586348906.144,-3.457222E-01, 6.038859E000
1586348916.142,-3.451596E-01, 6.038895E000
1586348926.143,-3.450202E-01, 6.051554E000
1586348936.143,-3.446451E-01, 6.052085E000
1586348946.142,-3.439912E-01, 6.042559E000
1586348956.144,-3.121952E-01, 5.182670E000
1586348966.092,-3.230712E-01, 5.203737E000
1586348976.092,-3.179457E-01, 5.205588E000
1586348986.092,-3.089353E-01, 5.190822E000
1586348996.093,-3.436787E-01, 6.042101E000
1586349006.094,-3.433998E-01, 6.051352E000
1586349016.094,-3.425392E-01, 6.047102E000
1586349026.093,-3.419814E-01, 6.047854E000
1586349036.092,-3.415920E-01, 6.044776E000
1586349046.094,-3.414621E-01, 6.059999E000
1586349056.095,-3.411497E-01, 6.061519E000
1586349066.093,-3.406160E-01, 6.052635E000
1586349076.093,-3.400823E-01, 6.057251E000
1586349086.094,-3.401063E-01, 6.068536E000
1586349096.093,-3.399284E-01, 6.073610E000
1586349106.094,-3.394572E-01, 6.072108E000
1586349116.094,-3.390196E-01, 6.071467E000
1586349126.093,-3.388466E-01, 6.086396E000
1586349136.094,-3.383994E-01, 6.089493E000
1586349146.094,-3.383946E-01, 6.095043E000
1586349156.092,-3.376253E-01, 6.090884E000
1586349166.092,-3.371348E-01, 6.092442E000
1586349176.092,-3.364233E-01, 6.091892E000
1586349186.092,-3.361204E-01, 6.090152E000
1586349196.094,-3.362117E-01, 6.091562E000
1586349206.094,-3.359184E-01, 6.094365E000
1586349216.094,-3.354665E-01, 6.095409E000
1586349226.094,-3.349905E-01, 6.089676E000
1586349236.092,-3.346491E-01, 6.082238E000
1586349246.094,-3.343942E-01, 6.087972E000
1586349256.093,-3.340144E-01, 6.082238E000
1586349266.094,-3.337740E-01, 6.083832E000
1586349276.094,-3.330624E-01, 6.075423E000
1586349286.092,-3.305766E-01, 6.000481E000
1586349296.093,-3.230760E-01, 5.406802E000
1586349306.094,-3.208738E-01, 5.421970E000
1586349316.095,-3.244703E-01, 5.565059E000
1586349326.094,-3.324133E-01, 6.075258E000
1586349336.094,-3.320191E-01, 6.075552E000
1586349346.092,-3.316681E-01, 6.076980E000
1586349356.094,-3.312497E-01, 6.075460E000
1586349366.092,-3.308411E-01, 6.076852E000
1586349376.094,-3.302112E-01, 6.070972E000
1586349386.144,-3.297544E-01, 6.068334E000
1586349396.095,-3.293217E-01, 6.078391E000
1586349406.144,-3.290092E-01, 6.079728E000
1586349416.094,-3.290044E-01, 6.080754E000
1586349426.095,-3.287736E-01, 6.082623E000
1586349436.143,-3.281678E-01, 6.079839E000
1586349446.144,-3.281293E-01, 6.081707E000
1586349456.143,-3.273408E-01, 6.078941E000
1586349466.145,-3.268551E-01, 6.077219E000
1586349476.142,-3.266291E-01, 6.079252E000
1586349486.144,-3.262589E-01, 6.077750E000
1586349496.143,-3.259320E-01, 6.077017E000
1586349506.144,-3.258166E-01, 6.087331E000
1586349516.145,-3.251098E-01, 6.090317E000
1586349526.144,-3.246626E-01, 6.091874E000
1586349536.093,-3.242059E-01, 6.092533E000
1586349546.143,-3.238645E-01, 6.098139E000
1586349556.144,-3.234894E-01, 6.099458E000
1586349566.145,-3.231289E-01, 6.099604E000
1586349576.143,-3.227586E-01, 6.099274E000
1586349586.144,-3.222153E-01, 6.095208E000
1586349596.144,-3.217970E-01, 6.095886E000
1586349606.144,-3.216287E-01, 6.096142E000
1586349616.145,-3.210566E-01, 6.093156E000
1586349626.143,-2.953236E-01, 5.192343E000
1586349636.145,-3.111134E-01, 5.547088E000
1586349646.142,-3.126135E-01, 5.607999E000
1586349656.143,-3.116038E-01, 5.553756E000
1586349666.142,-3.203113E-01, 6.101052E000
1586349676.142,-3.197920E-01, 6.101748E000
1586349686.143,-3.194026E-01, 6.106291E000
1586349696.142,-3.186813E-01, 6.107683E000
1586349706.143,-3.183304E-01, 6.101418E000
1586349716.142,-3.180947E-01, 6.107793E000
1586349726.144,-3.177245E-01, 6.108507E000
1586349736.142,-3.172245E-01, 6.108379E000
1586349746.142,-3.167870E-01, 6.110541E000
1586349756.143,-3.162965E-01, 6.111695E000
1586349766.142,-3.161138E-01, 6.110907E000
1586349776.142,-3.156090E-01, 6.109991E000
1586349786.144,-3.153445E-01, 6.108214E000
1586349796.142,-3.147099E-01, 6.105833E000
1586349806.142,-3.144743E-01, 6.104349E000
1586349816.142,-3.137579E-01, 6.103506E000
1586349826.142,-3.137146E-01, 6.099769E000
1586349836.144,-3.132963E-01, 6.103616E000
1586349846.142,-3.128059E-01, 6.102608E000
1586349856.144,-3.125029E-01, 6.105119E000
1586349866.143,-3.126039E-01, 6.115121E000
1586349876.144,-3.122625E-01, 6.115853E000
1586349886.142,-3.118250E-01, 6.107683E000
1586349896.143,-3.112769E-01, 6.110156E000
1586349906.142,-3.110028E-01, 6.122869E000
1586349916.145,-3.108105E-01, 6.118088E000
1586349926.145,-3.101037E-01, 6.116036E000
1586349936.144,-3.098296E-01, 6.116128E000
1586349946.142,-3.094354E-01, 6.122210E000
1586349956.145,-3.091180E-01, 6.121459E000
1586349966.143,-2.892990E-01, 5.197839E000
1586349976.144,-2.991749E-01, 5.627600E000
1586349986.145,-3.006317E-01, 5.684865E000
1586349996.143,-2.999826E-01, 5.700454E000
1586350006.145,-3.081901E-01, 6.137341E000
1586350016.145,-3.076467E-01, 6.134777E000
1586350026.143,-3.071852E-01, 6.132597E000
1586350036.142,-3.064784E-01, 6.134172E000
1586350046.144,-3.062379E-01, 6.132597E000
1586350056.145,-3.060408E-01, 6.129940E000
1586350066.145,-3.053629E-01, 6.127999E000
1586350076.144,-3.047186E-01, 6.124848E000
1586350086.142,-3.042137E-01, 6.125232E000
1586350096.144,-3.035887E-01, 6.121807E000
1586350106.144,-3.030742E-01, 6.121074E000
1586350116.144,-3.030262E-01, 6.127999E000
1586350126.142,-3.026607E-01, 6.133000E000
1586350136.142,-3.023049E-01, 6.140218E000
1586350146.144,-3.021078E-01, 6.141518E000
1586350156.143,-3.016126E-01, 6.139631E000
1586350166.142,-3.011077E-01, 6.144669E000
1586350176.143,-3.010548E-01, 6.147985E000
1586350186.142,-3.001749E-01, 6.143350E000
1586350196.143,-3.001269E-01, 6.155550E000
1586350206.142,-2.994634E-01, 6.155825E000
1586350216.092,-2.990595E-01, 6.144779E000
1586350226.092,-2.983383E-01, 6.148388E000
1586350236.093,-2.983719E-01, 6.152674E000
1586350246.095,-2.976170E-01, 6.150934E000
1586350256.092,-2.970449E-01, 6.143881E000
1586350266.093,-2.963525E-01, 6.144211E000
1586350276.093,-2.962756E-01, 6.154799E000
1586350286.094,-2.957707E-01, 6.154360E000
1586350296.094,-2.952322E-01, 6.141005E000
1586350306.092,-2.789231E-01, 5.205276E000
1586350316.092,-2.880826E-01, 5.708624E000
